serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
65882026,2020-07-27-01.20.10.000000,2020-07-27 02:33:31.000,2020-07-27 02:50:56.187,22.0,11,11,312,4,17.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65882033,2020-07-27-01.20.03.000000,2020-07-27 01:20:03.000,2020-07-27 05:22:58.041,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65882044,2020-07-27-01.22.03.000000,2020-07-27 01:22:03.000,2020-07-27 01:38:55.002,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65882168,2020-07-27-01.28.52.000000,2020-07-27 01:28:52.000,2020-07-27 03:28:56.630,22.0,1,5,312,4,120.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65882286,2020-07-27-01.39.05.000000,2020-07-27 01:39:05.000,2020-07-27 01:42:55.160,2.0,4,11,312,5,3.0,AutomationFilter Processed,Successfully Completed Final,Final Response Successfully ESCALATED,Failed Retry,Less than 30 mins,14,neutral,Positive,Positive,negative,ne-autoticket:n-enrichment:
65882634,2020-07-27-02.02.10.000000,2020-07-28 02:26:09.000,2020-07-28 02:31:18.105,2.0,3,5,312,4,5.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,1,neutral,negative,Positive,Positive,ne-notification:n-enrichment:
65882663,2020-07-27-02.04.08.000000,2020-07-27 02:04:08.000,2020-07-27 04:06:57.200,22.0,11,11,312,4,122.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65882875,2020-07-27-02.13.39.000000,2020-07-27 02:13:39.000,2020-07-27 06:15:58.992,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883076,2020-07-27-02.28.39.000000,2020-07-27 02:28:39.000,2020-07-27 06:30:59.090,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883124,2020-07-27-02.32.03.000000,2020-07-27 02:32:03.000,2020-07-27 05:37:58.422,22.0,1,5,312,4,185.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883162,2020-07-27-02.34.13.000000,2020-07-27 02:34:13.000,2020-07-27 06:36:59.249,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883221,2020-07-27-02.38.56.000000,2020-07-27 02:38:56.000,2020-07-27 19:27:11.731,22.0,11,11,312,4,1008.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904778,2020-07-28-04.05.03.000000,2020-07-28 04:05:03.000,2020-07-28 08:08:23.338,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883693,2020-07-27-02.57.47.000000,2020-07-27 02:57:47.000,2020-07-27 07:00:59.662,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883788,2020-07-27-03.06.09.000000,2020-07-27 03:06:09.000,2020-07-27 07:04:59.674,22.0,1,5,312,4,238.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883833,2020-07-27-03.08.52.000000,2020-07-27 03:08:52.000,2020-07-27 05:02:57.979,22.0,1,5,312,4,114.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883842,2020-07-27-03.10.02.000000,2020-07-27 03:10:02.000,2020-07-27 06:17:59.005,22.0,1,5,312,5,187.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883858,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:22:58.932,22.0,1,5,312,4,192.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883860,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:17:59.005,22.0,1,5,312,4,187.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883859,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:17:59.005,22.0,1,5,312,4,187.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883861,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:22:58.932,22.0,1,5,312,4,192.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883862,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:22:58.932,22.0,1,5,312,4,192.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883863,2020-07-27-03.10.48.000000,2020-07-27 03:10:48.000,2020-07-27 06:17:59.005,22.0,1,5,312,4,187.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883865,2020-07-27-03.11.04.000000,2020-07-27 03:11:04.000,2020-07-27 06:17:59.005,22.0,1,5,312,5,186.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65883886,2020-07-27-03.12.33.000000,2020-07-27 03:12:33.000,2020-07-27 07:45:00.307,22.0,11,11,312,4,272.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65883932,2020-07-27-03.15.21.000000,2020-07-27 03:15:29.000,2020-07-27 03:32:56.737,22.0,11,11,312,4,17.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884188,2020-07-27-03.35.03.000000,2020-07-27 03:35:03.000,2020-07-27 07:38:00.275,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884224,2020-07-27-03.38.52.000000,2020-07-27 03:38:52.000,2020-07-27 05:02:57.980,22.0,1,5,312,4,84.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65904810,2020-07-28-04.07.00.000000,2020-07-28 04:07:00.000,2020-07-29 00:09:38.589,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904814,2020-07-28-04.07.04.000000,2020-07-28 04:07:04.000,2020-07-29 00:09:38.590,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904809,2020-07-28-04.07.00.000000,2020-07-28 04:07:00.000,2020-07-29 00:09:38.589,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904811,2020-07-28-04.07.01.000000,2020-07-28 04:07:01.000,2020-07-29 00:09:38.590,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904807,2020-07-28-04.07.00.000000,2020-07-28 04:07:00.000,2020-07-29 00:09:38.589,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904808,2020-07-28-04.07.00.000000,2020-07-28 04:07:00.000,2020-07-29 00:09:38.589,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904816,2020-07-28-04.07.10.000000,2020-07-28 04:07:10.000,2020-07-29 00:09:38.590,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904817,2020-07-28-04.07.10.000000,2020-07-28 04:07:10.000,2020-07-29 00:09:38.590,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65904851,2020-07-28-04.08.55.000000,2020-07-28 04:08:55.000,2020-07-28 05:33:20.677,22.0,1,5,312,4,84.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884530,2020-07-27-03.42.11.000000,2020-07-27 04:08:01.000,2020-07-27 04:24:57.432,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884603,2020-07-27-03.47.47.000000,2020-07-27 03:47:47.000,2020-07-27 07:51:00.469,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884664,2020-07-27-03.53.46.000000,2020-07-27 03:53:46.000,2020-07-27 07:57:00.635,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884800,2020-07-27-04.05.43.000000,2020-07-27 04:05:43.000,2020-07-27 10:09:02.617,22.0,11,11,312,4,363.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884807,2020-07-27-04.06.59.000000,2020-07-27 04:06:59.000,2020-07-27 08:18:00.920,22.0,1,5,312,4,251.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884808,2020-07-27-04.07.00.000000,2020-07-27 04:07:00.000,2020-07-27 08:18:00.917,22.0,1,5,312,4,251.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884806,2020-07-27-04.06.59.000000,2020-07-27 04:06:59.000,2020-07-27 08:18:00.918,22.0,1,5,312,4,251.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884814,2020-07-27-04.07.09.000000,2020-07-27 04:07:09.000,2020-07-27 08:18:00.920,22.0,1,5,312,4,250.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884812,2020-07-27-04.07.04.000000,2020-07-27 04:07:04.000,2020-07-27 08:18:00.925,22.0,1,5,312,4,250.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884815,2020-07-27-04.07.09.000000,2020-07-27 04:07:09.000,2020-07-27 08:18:00.919,22.0,1,5,312,4,250.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884805,2020-07-27-04.06.59.000000,2020-07-27 04:06:59.000,2020-07-27 08:18:00.920,22.0,1,5,312,4,251.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884823,2020-07-27-04.07.22.000000,2020-07-27 04:07:22.000,2020-07-27 08:18:00.918,22.0,1,5,312,4,250.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884804,2020-07-27-04.06.59.000000,2020-07-27 04:06:59.000,2020-07-27 08:18:00.918,22.0,1,5,312,4,251.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884877,2020-07-27-04.12.02.000000,2020-07-27 04:12:02.000,2020-07-27 08:18:00.922,22.0,1,5,312,4,245.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884900,2020-07-27-04.13.46.000000,2020-07-27 04:13:46.000,2020-07-27 08:17:00.895,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65884942,2020-07-27-04.17.41.000000,2020-07-27 04:17:41.000,2020-07-27 08:18:00.918,22.0,1,5,312,4,240.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884947,2020-07-27-04.17.58.000000,2020-07-27 04:17:58.000,2020-07-27 07:07:59.832,22.0,1,5,312,4,170.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884943,2020-07-27-04.17.45.000000,2020-07-27 04:17:45.000,2020-07-27 08:18:00.919,22.0,1,5,312,4,240.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65884944,2020-07-27-04.17.45.000000,2020-07-27 04:17:45.000,2020-07-27 08:18:00.921,22.0,1,5,312,4,240.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65885036,2020-07-27-04.21.59.000000,2020-07-27 04:21:59.000,2020-07-27 08:18:00.921,22.0,1,5,312,4,236.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
